,vacancy,salary,link,site
194,Data Scientist / Machine Learning Engineer,ЗП не указана,https://hh.ru/vacancy/92430411?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
195,Data Engineer,ЗП не указана,https://hh.ru/vacancy/91802463?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
196,Senior Data Scientist (NLP),ЗП не указана,https://hh.ru/vacancy/92354775?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
197,Team Lead Data Scientist (SberCampaigning),ЗП не указана,https://hh.ru/vacancy/92364638?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
198,Senior Data Scientist (Middle+) - Computer Vision (Радиолог),250 000 – 350 000 ₽,https://hh.ru/vacancy/92396364?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
199,Data Scientist Teamlead NLP,ЗП не указана,https://hh.ru/vacancy/91801447?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
200,Data engineer,ЗП не указана,https://hh.ru/vacancy/90130855?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
201,Senior Data Scientist/ML Engineer (команда SmartSearch),ЗП не указана,https://hh.ru/vacancy/91475424?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
202,Системный администратор,до 230 000 ₽,https://hh.ru/vacancy/92355873?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
203,Senior Data Scientist / Руководитель R&D подразделения,ЗП не указана,https://hh.ru/vacancy/92360935?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
204,Исследователь/Research Scientist (Computer Science),ЗП не указана,https://hh.ru/vacancy/76662887?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
205,Senior+/Team Lead Data Scientist (Хаб юридических лиц),ЗП не указана,https://hh.ru/vacancy/88934917?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
206,ML Engineer,ЗП не указана,https://hh.ru/vacancy/92412958?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
207,Python-разработчик (Middle+/Senior),от 250 000 ₽,https://hh.ru/vacancy/90880622?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
208,Python Developer (RnD AI),ЗП не указана,https://hh.ru/vacancy/91001232?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
209,Разработчик Power Bi,ЗП не указана,https://hh.ru/vacancy/89724275?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
210,Разработчик алгоритмов С#,ЗП не указана,https://hh.ru/vacancy/92409476?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
211,IT Researcher/Sourcer,ЗП не указана,https://hh.ru/vacancy/91934195?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
212,Системный аналитик в AmazMe,ЗП не указана,https://hh.ru/vacancy/92363678?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
213,Senior bioinformatician - Liquid Biopsy (to Yerevan),ЗП не указана,https://hh.ru/vacancy/92432375?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
214,"Technical Writer (Remote, based in Russia)",ЗП не указана,https://hh.ru/vacancy/91900073?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
215,Руководитель группы разработки / Tech Lead,ЗП не указана,https://hh.ru/vacancy/89204602?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
216,InfoSec/IT Recruiter,ЗП не указана,https://hh.ru/vacancy/91214022?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
217,QA automation engineer в команду SafeData,ЗП не указана,https://hh.ru/vacancy/92391740?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
218,CRM-Мастер,до 100 000 ₽,https://hh.ru/vacancy/92201951?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
219,DevOps-инженер (трайб CDO Office),ЗП не указана,https://hh.ru/vacancy/92410580?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
220,Lead Java Developer,ЗП не указана,https://hh.ru/vacancy/92418343?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
221,Senior NLP Data Scientist / GigaChat,ЗП не указана,https://hh.ru/vacancy/91144046?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
222,"Middle Data Scientist (NLP, LLM, process mining)",ЗП не указана,https://hh.ru/vacancy/92276583?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
223,Специалист по цифровым технологиям в аудите,ЗП не указана,https://hh.ru/vacancy/92253025?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
224,Senior NLP Engineer for Voice Assistant,ЗП не указана,https://hh.ru/vacancy/91417599?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
225,"Менеджер ML-проектов (клиентский опыт, GigaChat)",ЗП не указана,https://hh.ru/vacancy/92278499?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
226,Middle\Middle+ Data Scientist (команда Digital Avatar),ЗП не указана,https://hh.ru/vacancy/92223882?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
227,Senior Data Scientist / Ведущий специалист по машинному обучению и анализу данных,ЗП не указана,https://hh.ru/vacancy/91141473?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
228,Middle/Senior Research Data Scientist с навыками NLP,ЗП не указана,https://hh.ru/vacancy/92222601?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
229,Senior NLP Data Scientist (команда SberCare.Боты),ЗП не указана,https://hh.ru/vacancy/92222799?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
230,Senior Data Scientist в команду Виртуального ассистента,ЗП не указана,https://hh.ru/vacancy/91047040?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
231,Devops инженер на ML проект,ЗП не указана,https://hh.ru/vacancy/91066249?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
232,Data Scientist (математическое моделирование),ЗП не указана,https://hh.ru/vacancy/92186532?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
233,Системный аналитик данных,ЗП не указана,https://hh.ru/vacancy/92202285?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
234,Lead MLOps Engineer,ЗП не указана,https://hh.ru/vacancy/92206397?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
235,Data scientist (Центр модельных рисков розничного бизнеса),ЗП не указана,https://hh.ru/vacancy/92145176?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
236,Digital Manager,ЗП не указана,https://hh.ru/vacancy/92228512?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
237,Senior Data Scientist (Middle+) - Computer Vision,250 000 – 350 000 ₽,https://hh.ru/vacancy/92143773?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
238,Middle/Senior Data Scientist NLP GigaChat,ЗП не указана,https://hh.ru/vacancy/92124274?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
239,Data Scientist (Центр модельных рисков розничного бизнеса),ЗП не указана,https://hh.ru/vacancy/92123749?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
240,Middle/Senior Data Scientist в команду NLP,ЗП не указана,https://hh.ru/vacancy/91593205?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
241,Project manager AI/ML,ЗП не указана,https://hh.ru/vacancy/92146203?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
242,Инженер данных,ЗП не указана,https://hh.ru/vacancy/92131952?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
243,Junior Data Scientist в Блок Финансы,ЗП не указана,https://hh.ru/vacancy/92099308?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
244,Senior ML Инженер/TechLead (OPSNEXT),ЗП не указана,https://hh.ru/vacancy/92116322?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
245,Разработчик шаблонов (OPSNEXT),ЗП не указана,https://hh.ru/vacancy/92116239?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
246,"Математик-разработчик (Data Scientist), Маркетплейс, Цены и анализ конкурентов",ЗП не указана,https://hh.ru/vacancy/91836299?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
247,"Data Scientist, Маркетплейс, Контент и товары",ЗП не указана,https://hh.ru/vacancy/92097464?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
248,Senior Data Scientist,ЗП не указана,https://hh.ru/vacancy/92071128?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
249,"Аналитик данных (data scientist, data engineer)",ЗП не указана,https://hh.ru/vacancy/92068025?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
250,Senior Data Scientist в команду моделирования партнерств и ИТ - процессов,ЗП не указана,https://hh.ru/vacancy/89688201?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
251,Middle+/Senior Data Scientist (модели кредитного риска),ЗП не указана,https://hh.ru/vacancy/88986598?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
252,Senior Data Scientist,ЗП не указана,https://hh.ru/vacancy/88281246?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
253,Data Scientist в команду аукциона,ЗП не указана,https://hh.ru/vacancy/92022580?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
254,"Data Scientist, Группа моделирования и оптимизации складских процессов",ЗП не указана,https://hh.ru/vacancy/92023121?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
255,Data scientist (Модельные риски корпоративных клиентов),ЗП не указана,https://hh.ru/vacancy/92022798?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
256,Team Lead Data Scientist,ЗП не указана,https://hh.ru/vacancy/90996059?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
257,Product Manager (Global B2B Startup),от 250 000 ₽,https://hh.ru/vacancy/91646987?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
258,AI Project Manager (Data Scientist),ЗП не указана,https://hh.ru/vacancy/91152719?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
259,Менеджер проектов продвинутой аналитики,ЗП не указана,https://hh.ru/vacancy/92005711?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
260,Product Manager / Менеджер продукта роботы,ЗП не указана,https://hh.ru/vacancy/89586599?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
261,"Commercial excellence director, Russia",ЗП не указана,https://hh.ru/vacancy/88247917?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
262,"Старший разработчик Java, Верхний поиск",ЗП не указана,https://hh.ru/vacancy/82309088?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
263,Computer Vision engineer (Team lead),ЗП не указана,https://hh.ru/vacancy/91971530?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
264,Middle Data Scientist (проект Customer Value Management),ЗП не указана,https://hh.ru/vacancy/88615488?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
265,Middle \ Senior Data Scientist в команду моделирования розничного бизнеса,ЗП не указана,https://hh.ru/vacancy/86018279?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
266,Data Scientist (Департамент розничных рисков),ЗП не указана,https://hh.ru/vacancy/91923986?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
267,Middle/Senior Data Scientist (команда Operations / Supply&Demand Balance),ЗП не указана,https://hh.ru/vacancy/91917960?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
268,"ML Data Scientist (Middle, Senior)",ЗП не указана,https://hh.ru/vacancy/90911022?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
269,"Data scientist, проекты по разработке симуляционных моделей, моделей оценки стресс-тестирования",ЗП не указана,https://hh.ru/vacancy/90475665?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
270,Senior Data Scientist (NLP),ЗП не указана,https://hh.ru/vacancy/91874733?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
271,Data Scientist (сопровождение процесса разработки и использования моделей),ЗП не указана,https://hh.ru/vacancy/91367300?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
272,Data Scientist (модельные риски и валидация),ЗП не указана,https://hh.ru/vacancy/90781510?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
273,Python Backend / Data Scientist,ЗП не указана,https://hh.ru/vacancy/89846579?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
274,"Computer Vision Engineer \ Data Scientist в команду Layer, SberDevices.",ЗП не указана,https://hh.ru/vacancy/90830592?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
275,Middle/ senior data scientist (разработка моделей для казначейства и рыночных рисков),ЗП не указана,https://hh.ru/vacancy/90324671?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
276,Middle/ Senior Data Engineer (Команда «Персонализация СБОЛ.ПРО»),ЗП не указана,https://hh.ru/vacancy/91860552?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
277,Управляющий директор \ Data Scientist (Сопровождение процесса разработки и использования моделей),ЗП не указана,https://hh.ru/vacancy/78465611?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
278,Data Scientist (моделирование на Python моделей склонности),ЗП не указана,https://hh.ru/vacancy/91833310?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
279,Senior Data Scientist в команду контент-системы,ЗП не указана,https://hh.ru/vacancy/91790457?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
280,Senior Data Scientist NLP,ЗП не указана,https://hh.ru/vacancy/91801022?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
281,Lead Data Scientist NLP в SberAI,ЗП не указана,https://hh.ru/vacancy/91799165?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
282,Team Lead Data Science(Руководитель направления по исследованию данных),ЗП не указана,https://hh.ru/vacancy/91799269?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
283,TechLead Research Engineer (NLP/Speech),400 000 – 550 000 ₽,https://hh.ru/vacancy/91792486?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
284,Senior Data Scientist (NLP),ЗП не указана,https://hh.ru/vacancy/91732853?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
285,Senior Data Scientist NLP,ЗП не указана,https://hh.ru/vacancy/91756429?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
286,Эксперт по моделированию и анализу данных / Data Scientist,ЗП не указана,https://hh.ru/vacancy/91746374?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
287,Data Scientist (Machine Learning Engineer) в Knowledge Base capitalization,ЗП не указана,https://hh.ru/vacancy/91749108?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
288,Data Science Team Lead,ЗП не указана,https://hh.ru/vacancy/91761500?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
289,NLP Data Science Team Lead,ЗП не указана,https://hh.ru/vacancy/91761416?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
290,Senior Data Scientist (СберБизнес),ЗП не указана,https://hh.ru/vacancy/91728595?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
291,Middle Data Scientist (Развитие клиентского опыта В2С),ЗП не указана,https://hh.ru/vacancy/91725712?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
292,Data engineer,ЗП не указана,https://hh.ru/vacancy/91731795?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
293,Data scientist (Управление рисками корпоративных клиентов),ЗП не указана,https://hh.ru/vacancy/91743068?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
294,Senior NLP Data Scientist в Центр AI Маркетинга,ЗП не указана,https://hh.ru/vacancy/91702804?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
295,Data Scientist в Дирекцию Инвестиционной Экспертизы (Блок Финансы),ЗП не указана,https://hh.ru/vacancy/91710626?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
296,Data Scientist (NLP),ЗП не указана,https://hh.ru/vacancy/90451887?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
297,QA Automation Engineer,ЗП не указана,https://hh.ru/vacancy/91809684?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
298,Middle NLP Data Scientist / GigaChat,ЗП не указана,https://hh.ru/vacancy/91675633?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
299,Ментор по Data Science (middle/senior),от 25 000 ₽,https://hh.ru/vacancy/91670853?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
300,Senior Data Scientist (NLP),ЗП не указана,https://hh.ru/vacancy/91652643?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
301,Team Lead data scientist (Рекомендательные системы и анализ цены),ЗП не указана,https://hh.ru/vacancy/91676567?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
302,Senior Python Developer,от 350 000 ₽,https://hh.ru/vacancy/80803272?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
303,Team lead Data Scientist,ЗП не указана,https://hh.ru/vacancy/91650463?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
304,Junior Data scientist,ЗП не указана,https://hh.ru/vacancy/90476368?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
305,DevOps Engineer в команду Alternative Data,ЗП не указана,https://hh.ru/vacancy/91753976?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
306,Senior Data scientist,ЗП не указана,https://hh.ru/vacancy/91614141?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
307,Дата аналитик GigaChat,ЗП не указана,https://hh.ru/vacancy/91671191?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
308,Data scientist (Центр модельных рисков розничного бизнеса),ЗП не указана,https://hh.ru/vacancy/91602862?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
309,Senior Data Scientist (Центр модельных рисков КИБ),ЗП не указана,https://hh.ru/vacancy/91603405?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
310,Team Lead Data Scientist,ЗП не указана,https://hh.ru/vacancy/91611479?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
311,Data Engineer направления разработки витрин данных,ЗП не указана,https://hh.ru/vacancy/89665694?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
312,Chief data officer,ЗП не указана,https://hh.ru/vacancy/91672984?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
313,Senior Data scientist (Управление рисками корпоративных клиентов),ЗП не указана,https://hh.ru/vacancy/91602969?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
314,Бизнес-аналитик,ЗП не указана,https://hh.ru/vacancy/91640692?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
315,Инженер по информационной безопасности (программист-исследователь),ЗП не указана,https://hh.ru/vacancy/89320462?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
316,Исследователь алгоритмов машинного обучения Data Scientist / ML Researcher,ЗП не указана,https://hh.ru/vacancy/91567010?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
317,Data Scientist (Team Lead),ЗП не указана,https://hh.ru/vacancy/91562090?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
318,Middle/ middle+ Data Scientist,ЗП не указана,https://hh.ru/vacancy/91539075?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
319,Senior Data Scientist (NLP),ЗП не указана,https://hh.ru/vacancy/91545479?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
320,Senior Data Scientist CV (Generative design),ЗП не указана,https://hh.ru/vacancy/89378243?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
321,Senior Python Engineer (relocation to Yerevan),ЗП не указана,https://hh.ru/vacancy/91191410?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
322,Data Scientist в Trust & Safety,ЗП не указана,https://hh.ru/vacancy/90903723?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
323,Senior Data Scientist в Блок B2C,ЗП не указана,https://hh.ru/vacancy/91471865?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
324,Data Scientist / ML-Engineer в Розничный бизнес,ЗП не указана,https://hh.ru/vacancy/90281149?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
325,Team Lead Data Scientist (RecSys),ЗП не указана,https://hh.ru/vacancy/90439555?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
326,Team Lead Data Scientist CV (Generative design),ЗП не указана,https://hh.ru/vacancy/91449126?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
327,Product Owner MLOps,ЗП не указана,https://hh.ru/vacancy/91538818?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
328,Trade Marketing Category Lead,ЗП не указана,https://hh.ru/vacancy/88231298?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
329,DevOps под платформу данных,ЗП не указана,https://hh.ru/vacancy/91551814?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
330,Senior Data Scientist,ЗП не указана,https://hh.ru/vacancy/91399975?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
331,"Стажёр Data scientist, Группа ""Языковые модели и генеративный дизайн"", Контент и товары",ЗП не указана,https://hh.ru/vacancy/91395523?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
332,Senior Data Scientist [NUUM],ЗП не указана,https://hh.ru/vacancy/90499078?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
333,"Старший Data Scientist, Эффективность рекламы",ЗП не указана,https://hh.ru/vacancy/89537925?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
334,Senior/Lead Data Scientist,ЗП не указана,https://hh.ru/vacancy/91351903?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
335,Data Engineer в рекламные технологии,ЗП не указана,https://hh.ru/vacancy/90216721?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
336,Team Lead DS (команда Лояльности),ЗП не указана,https://hh.ru/vacancy/91472802?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
337,Machine Learning Engineer (NLP/LLM),ЗП не указана,https://hh.ru/vacancy/91363463?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
338,Специалист по работе с большими данными (data scientist) Департамента страт развития,ЗП не указана,https://hh.ru/vacancy/91330370?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
339,"Middle data scientist (NLP), Sber AI",ЗП не указана,https://hh.ru/vacancy/91295256?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
340,Middle \ Senior Data scientist (команды CRM и модели оптимизации),ЗП не указана,https://hh.ru/vacancy/87192229?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
341,Regional Market Access Manager,ЗП не указана,https://hh.ru/vacancy/91485574?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
342,Delivery Manager,ЗП не указана,https://hh.ru/vacancy/91416091?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
343,Middle/Senior Python Developer,ЗП не указана,https://hh.ru/vacancy/91292931?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
344,"Senior Power BI developer (IAEA), remote",до 5 000 €,https://hh.ru/vacancy/91191524?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
345,Middle/Senior Machine Learning Engineer in Uzum Tezkor,ЗП не указана,https://hh.ru/vacancy/91169695?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
346,Big Data Analyst (Аналитик),120 000 – 120 000 ₽,https://hh.ru/vacancy/91325271?query=data+scientist&hhtmFrom=vacancy_search_list,hh.ru
